name,description,height,weight,gender,category,abilities,type,weakness
Scatterbug,"The powder that covers its body regulates its temperature, so it can live in any region or climate.","1' 00""",5.5 lbs,,Scatterdust,Shield Dust,Bug,"Fire,Flying,Rock"
Spewpa,"The beaks of bird Pokémon can't begin to scratch its stalwart body. To defend itself, it spews powder.","1' 00""",18.5 lbs,,Scatterdust,Shed Skin,Bug,"Fire,Flying,Rock"
Vivillon,The patterns on this Pokémon's wings depend on the climate and topography of its habitat. It scatters colorful scales.,"3' 11""",37.5 lbs,,Scale,Shield Dust,"Bug,Flying","Fire,Flying,Electric,Ice,Rock"
Litleo,"This hot-blooded Pokémon is filled with curiosity. When it gets angry or starts fighting, its short mane gets hot.","2' 00""",29.8 lbs,,Lion Cub,Rivalry,"Fire,Normal","Water,Ground,Fighting,Rock"
Pyroar,"The temperature of its breath is over 10,000 degrees Fahrenheit, but Pyroar doesn't use it on its prey. This Pokémon prefers to eat raw meat.","4' 11""",179.7 lbs,,Royal,Rivalry,"Fire,Normal","Water,Ground,Fighting,Rock"
Flabébé,Flabébé wears a crown made from pollen it's collected from its flower. The crown has hidden healing properties.,"0' 04""",0.2 lbs,,Single Bloom,Flower Veil,Fairy,"Steel,Poison"
Floette,"It gives its own power to flowers, pouring its heart into caring for them. Floette never forgives anyone who messes up a flower bed.","0' 08""",2.0 lbs,,Single Bloom,Flower Veil,Fairy,"Steel,Poison"
Florges,Its life can span several hundred years. It's said to devote its entire life to protecting gardens.,"3' 07""",22.0 lbs,,Garden,Flower Veil,Fairy,"Steel,Poison"
Skiddo,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back.","2' 11""",68.3 lbs,,Mount,Sap Sipper,Grass,"Fire,Flying,Ice,Poison,Bug"
Gogoat,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,"5' 07""",200.6 lbs,,Mount,Sap Sipper,Grass,"Fire,Flying,Ice,Poison,Bug"
Pancham,It's desperate to intimidate its opponents. Be nice and pretend to be scared if you catch it glaring at you intensely.,"2' 00""",17.6 lbs,,Playful,Iron Fist,Fighting,"Psychic,Flying,Fairy"
Pangoro,Pangoro is the type to talk with its fists. It doesn't say much as it pummels opponents with enough force to send a dump truck flying.,"6' 11""",299.8 lbs,,Daunting,Iron Fist,"Fighting,Dark","Fairy,Flying,Fighting"
Furfrou,"Left alone, its fur will grow longer and longer, but it will only allow someone it trusts to cut it.","3' 11""",61.7 lbs,,Poodle,Fur Coat,Normal,Fighting
Espurr,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.","1' 00""",7.7 lbs,,Restraint,Keen Eye,Psychic,"Ghost,Dark,Bug"
Meowstic,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,"2' 00""",18.7 lbs,,Constraint,Keen Eye,Psychic,"Ghost,Dark,Bug"
Honedge,"If anyone dares to grab its hilt, it wraps a blue cloth around that person's arm and drains that person's life energy completely.","2' 07""",4.4 lbs,,Sword,No Guard,"Steel,Ghost","Fire,Ghost,Dark,Ground"
Doublade,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","2' 07""",9.9 lbs,,Sword,No Guard,"Steel,Ghost","Fire,Ghost,Dark,Ground"
Aegislash,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.","5' 07""",116.8 lbs,,Royal Sword,Stance Change,"Steel,Ghost","Fire,Ghost,Dark,Ground"
Spritzee,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.","0' 08""",1.1 lbs,,Perfume,Healer,Fairy,"Steel,Poison"
Aromatisse,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","2' 07""",34.2 lbs,,Fragrance,Healer,Fairy,"Steel,Poison"
Swirlix,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","1' 04""",7.7 lbs,,Cotton Candy,Sweet Veil,Fairy,"Steel,Poison"
Slurpuff,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!","2' 07""",11.0 lbs,,Meringue,Sweet Veil,Fairy,"Steel,Poison"
Inkay,"When exchanging information with others of its kind, it flashes the light-emitting spots on its body in a complex rhythm.","1' 04""",7.7 lbs,,Revolving,Suction Cups,"Dark,Psychic","Fairy,Bug"
Malamar,It flashes the pattern on its torso to control its prey and draw them in. The edges of its fins are supremely sharp.,"4' 11""",103.6 lbs,,Overturning,Suction Cups,"Dark,Psychic","Fairy,Bug"
Binacle,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","1' 08""",68.3 lbs,,Two-Handed,Sniper,"Rock,Water","Grass,Electric,Fighting,Ground"
Barbaracle,"Barbaracle's legs and hands have minds of their own, and they will move independently. But they usually follow the head's orders.","4' 03""",211.6 lbs,,Collective,Sniper,"Rock,Water","Grass,Electric,Fighting,Ground"
Skrelp,"It's not good at swimming, so it clings to the seaweed. In the Alola region, it's often found near Dhelmise.","1' 08""",16.1 lbs,,Mock Kelp,Poison Point,"Poison,Water","Psychic,Electric,Ground"
Dragalge,It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal.,"5' 11""",179.7 lbs,,Mock Kelp,Poison Point,"Poison,Dragon","Psychic,Ground,Ice,Dragon"
Clauncher,"It moves around by jetting water from its right pincer. It has a poor sense of balance, so it's terrible at swimming straight.","1' 08""",18.3 lbs,,Water Gun,Mega Launcher,Water,"Grass,Electric"
Clawitzer,"Its right arm is packed with meat. When its pincer falls off, it's exported to be used as a cooking ingredient.","4' 03""",77.8 lbs,,Howitzer,Mega Launcher,Water,"Grass,Electric"
Helioptile,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,"1' 08""",13.2 lbs,,Generator,Sand Veil,"Electric,Normal","Fighting,Ground"
Heliolisk,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.","3' 03""",46.3 lbs,,Generator,Sand Veil,"Electric,Normal","Fighting,Ground"
Tyrunt,"Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it's trying to frolic with are gravely injured.","2' 07""",57.3 lbs,,Royal Heir,Strong Jaw,"Rock,Dragon","Steel,Fighting,Dragon,Ice,Fairy,Ground"
Tyrantrum,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws.","8' 02""",595.2 lbs,,Despot,Strong Jaw,"Rock,Dragon","Steel,Fighting,Dragon,Ice,Fairy,Ground"
Amaura,"Amaura was restored successfully, but it's not expected to live long because of the heat of the current environment.","4' 03""",55.6 lbs,,Tundra,Refrigerate,"Rock,Ice","Steel,Fighting,Water,Rock,Grass,Ground"
Aurorus,This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit.,"8' 10""",496.0 lbs,,Tundra,Refrigerate,"Rock,Ice","Steel,Fighting,Water,Rock,Grass,Ground"
Sylveon,Sylveon wraps its ribbonlike feelers around its Trainer's arm because this touch enables it to read its Trainer's feelings.,"3' 03""",51.8 lbs,,Intertwining,Cute Charm,Fairy,"Steel,Poison"
Hawlucha,"In combat, Hawlucha leaps nimbly about, taking advantage of its opponents' blind spots. It's also skilled at using superb submission holds.","2' 07""",47.4 lbs,,Wrestling,Limber,"Fighting,Flying","Psychic,Flying,Fairy,Electric,Ice"
Dedenne,Its upper whiskers are sensors that survey its surroundings. Its lower whiskers are organs that shoot electricity.,"0' 08""",4.9 lbs,,Antenna,Pickup,"Electric,Fairy","Poison,Ground"
Carbink,"To keep the jewels on their bodies free of tarnish, packs of Carbink use their soft manes to polish one another's jewels.","1' 00""",12.6 lbs,"
    Unknown
                ",Jewel,Clear Body,"Rock,Fairy","Steel,Water,Grass,Ground"
Goomy,"Its body is mostly water. If it dries out, it will die, so it's always sitting with perfect stillness in the shade.","1' 00""",6.2 lbs,,Soft Tissue,Hydration,Dragon,"Fairy,Ice,Dragon"
Sliggoo,Its entire body is covered with gooey mucus that can dissolve anything. Be sure to put gloves on if you're going to touch it.,"2' 07""",38.6 lbs,,Soft Tissue,Hydration,Dragon,"Fairy,Ice,Dragon"
Goodra,"Underneath its slimy skin is a thick layer of fat, and the combination of the two makes enemies' attacks slide right off.","6' 07""",331.8 lbs,,Dragon,Hydration,Dragon,"Fairy,Ice,Dragon"
Klefki,"Long ago it lived in mines, but once the minerals that make up its diet became scarcer, Klefki began appearing in human settlements.","0' 08""",6.6 lbs,,Key Ring,Prankster,"Steel,Fairy","Fire,Ground"
Phantump,"An unknown spirit came to lodge in a tree stump, creating this Pokémon. A cure-all can be made from an infusion of its green leaves.","1' 04""",15.4 lbs,,Stump,Natural Cure,"Ghost,Grass","Ghost,Fire,Flying,Dark,Ice"
Trevenant,"This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest.","4' 11""",156.5 lbs,,Elder Tree,Natural Cure,"Ghost,Grass","Ghost,Fire,Flying,Dark,Ice"
Pumpkaboo,It is said to carry wandering spirits to the place where they belong so they can move on.,"1' 04""",11.0 lbs,,Pumpkin,Pickup,"Ghost,Grass","Ghost,Fire,Flying,Dark,Ice"
Gourgeist,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,"2' 11""",27.6 lbs,,Pumpkin,Pickup,"Ghost,Grass","Ghost,Fire,Flying,Dark,Ice"
Bergmite,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.","3' 03""",219.4 lbs,,Ice Chunk,Own Tempo,Ice,"Fire,Steel,Fighting,Rock"
Avalugg,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,"6' 07""",1113.3 lbs,,Iceberg,Own Tempo,Ice,"Fire,Steel,Fighting,Rock"
Noibat,It flies around in search of fruit to eat. It uses ultrasonic waves to detect which fruits are ripe.,"1' 08""",17.6 lbs,,Sound Wave,Frisk,"Flying,Dragon","Fairy,Rock,Ice,Dragon"
Noivern,This hot-blooded Pokémon attacks anything it sees with ultrasonic waves that can crush boulders.,"4' 11""",187.4 lbs,,Sound Wave,Frisk,"Flying,Dragon","Fairy,Rock,Ice,Dragon"
Xerneas,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.","9' 10""",474.0 lbs,,Life,Fairy Aura,Fairy,"Steel,Poison"
Yveltal,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","19' 00""",447.5 lbs,"
    Unknown
                ",Destruction,Dark Aura,"Dark,Flying","Fairy,Electric,Ice,Rock"
Zygarde,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,"16' 05""",672.4 lbs,"
    Unknown
                ",Order,Aura Break,"Dragon,Ground","Fairy,Ice,Dragon"
Diancie,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"2' 04""",19.4 lbs,,Jewel,Clear Body,"Rock,Fairy","Steel,Water,Grass,Ground"
Hoopa,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","1' 08""",19.8 lbs,"
    Unknown
                ",Mischief,Magician,"Psychic,Ghost","Ghost,Dark"
Volcanion,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,"5' 07""",429.9 lbs,"
    Unknown
                ",Steam,Water Absorb,"Fire,Water","Ground,Electric,Rock"
Rowlet,"It feels relaxed in tight, dark places and has been known to use its Trainer's pocket or bag as a nest.","1' 00""",3.3 lbs,,Grass Quill,Overgrow,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Dartrix,"Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out.","2' 04""",35.3 lbs,,Blade Quill,Overgrow,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Decidueye,"Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye.","5' 03""",80.7 lbs,,Arrow Quill,Overgrow,"Grass,Ghost","Ghost,Fire,Flying,Dark,Ice"
Litten,"Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur.","1' 04""",9.5 lbs,,Fire Cat,Blaze,Fire,"Water,Ground,Rock"
Torracat,"When its mane is standing on end, you can tell it's feeling good. When it isn't feeling well, its fur will lie down flat.","2' 04""",55.1 lbs,,Fire Cat,Blaze,Fire,"Water,Ground,Rock"
Incineroar,"When its fighting spirit is set alight, the flames around its waist become especially intense.","5' 11""",183.0 lbs,,Heel,Blaze,"Fire,Dark","Water,Ground,Fighting,Rock"
Popplio,Popplio gets on top of its bouncy water balloons to jump higher. It's quite the acrobatic fighter!,"1' 04""",16.5 lbs,,Sea Lion,Torrent,Water,"Grass,Electric"
Brionne,It attacks by smacking its enemies with the exploding water balloons that it creates.,"2' 00""",38.6 lbs,,Pop Star,Torrent,Water,"Grass,Electric"
Primarina,"Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song.","5' 11""",97.0 lbs,,Soloist,Torrent,"Water,Fairy","Grass,Electric,Poison"
Pikipek,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!","1' 00""",2.6 lbs,,Woodpecker,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Trumbeak,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.","2' 00""",32.6 lbs,,Bugle Beak,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Toucannon,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.","3' 07""",57.3 lbs,,Cannon,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Yungoos,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey.","1' 04""",13.2 lbs,,Loitering,Strong Jaw,Normal,Fighting
Gumshoos,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!","2' 04""",31.3 lbs,,Stakeout,Strong Jaw,Normal,Fighting
Grubbin,"It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down.","1' 04""",9.7 lbs,,Larva,Swarm,Bug,"Fire,Flying,Rock"
Charjabug,Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents.,"1' 08""",23.1 lbs,,Battery,Battery,"Bug,Electric","Fire,Rock"
Vikavolt,Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.,"4' 11""",99.2 lbs,,Stag Beetle,Levitate,"Bug,Electric","Fire,Rock"
Crabrawler,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.,"2' 00""",15.4 lbs,,Boxing,Hyper Cutter,Fighting,"Psychic,Flying,Fairy"
Crabominable,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.","5' 07""",396.8 lbs,,Woolly Crab,Hyper Cutter,"Fighting,Ice","Steel,Fire,Psychic,Flying,Fighting,Fairy"
Oricorio,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.","2' 00""",7.5 lbs,,Dancing,Dancer,"Fire,Flying","Water,Electric,Rock"
Cutiefly,Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes' movements and make fools of them.,"0' 04""",0.4 lbs,,Bee Fly,Shield Dust,"Bug,Fairy","Fire,Steel,Flying,Poison,Rock"
Ribombee,It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.,"0' 08""",1.1 lbs,,Bee Fly,Shield Dust,"Bug,Fairy","Fire,Steel,Flying,Poison,Rock"
Rockruff,"When it rubs the rocks on its neck against you, that's proof of its love for you. However, the rocks are sharp, so the gesture is quite painful!","1' 08""",20.3 lbs,,Puppy,Keen Eye,Rock,"Water,Steel,Grass,Fighting,Ground"
Lycanroc,The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms.,"2' 07""",55.1 lbs,,Wolf,Keen Eye,Rock,"Water,Steel,Grass,Fighting,Ground"
Wishiwashi,"When it's in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away.","0' 08""",0.7 lbs,,Small Fry,Schooling,Water,"Grass,Electric"
Mareanie,"Aside from its head, its body parts regenerate quickly if they're cut off. After a good night's sleep, Mareanie is back to normal.","1' 04""",17.6 lbs,,Brutal Star,Limber,"Poison,Water","Psychic,Electric,Ground"
Toxapex,"With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn't affect Toxapex in there, so it's very comfortable.","2' 04""",32.0 lbs,,Brutal Star,Limber,"Poison,Water","Psychic,Electric,Ground"
Mudbray,"Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine.","3' 03""",242.5 lbs,,Donkey,Own Tempo,Ground,"Water,Grass,Ice"
Mudsdale,"It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10-ton load.","8' 02""",2028.3 lbs,,Draft Horse,Own Tempo,Ground,"Water,Grass,Ice"
Dewpider,"It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land.","1' 00""",8.8 lbs,,Water Bubble,Water Bubble,"Water,Bug","Flying,Electric,Rock"
Araquanid,"It has a habit of storing things it values in its water bubble. If its Trainer doesn't watch out, Araquanid will try to put them in its bubble!","5' 11""",180.8 lbs,,Water Bubble,Water Bubble,"Water,Bug","Flying,Electric,Rock"
Fomantis,"It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration.","1' 00""",3.3 lbs,,Sickle Grass,Leaf Guard,Grass,"Fire,Flying,Ice,Poison,Bug"
Lurantis,"As it slashes into its enemies, it looks like it's dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon.","2' 11""",40.8 lbs,,Bloom Sickle,Leaf Guard,Grass,"Fire,Flying,Ice,Poison,Bug"
Morelull,"It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow.","0' 08""",3.3 lbs,,Illuminating,Effect Spore,"Grass,Fairy","Steel,Fire,Flying,Ice,Poison"
Shiinotic,"When it starts fighting for territory with Parasect, the entire area gets completely coated in spores!","3' 03""",25.4 lbs,,Illuminating,Effect Spore,"Grass,Fairy","Steel,Fire,Flying,Ice,Poison"
Salandit,"It weakens opponents and sends them reeling with its poisonous gas. Salandit doesn't deal well with Spinda, since it's always reeling.","2' 00""",10.6 lbs,,Toxic Lizard,Corrosion,"Poison,Fire","Water,Psychic,Ground,Rock"
Salazzle,It punishes Salandit that couldn't bring it food with a fierce slap of its flame-spewing palm.,"3' 11""",48.9 lbs,,Toxic Lizard,Corrosion,"Poison,Fire","Water,Psychic,Ground,Rock"
Stufful,"Stufful hates to be hugged or touched in any way. It will squirm, thrash, and resist with amazing power.","1' 08""",15.0 lbs,,Flailing,Klutz,"Normal,Fighting","Psychic,Flying,Fairy,Fighting"
Bewear,It boasts tremendous physical strength. Many people call it the most dangerous Pokémon in the Alola region.,"6' 11""",297.6 lbs,,Strong Arm,Klutz,"Normal,Fighting","Psychic,Flying,Fairy,Fighting"
Bounsweet,It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It's usually a fruitless attempt.,"1' 00""",7.1 lbs,,Fruit,Oblivious,Grass,"Fire,Flying,Ice,Poison,Bug"
Steenee,"It bounces around, swinging the sepals on its head with abandon. They're quite painful when they smack you!","2' 04""",18.1 lbs,,Fruit,Oblivious,Grass,"Fire,Flying,Ice,Poison,Bug"
Tsareena,"A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent.","3' 11""",47.2 lbs,,Fruit,Leaf Guard,Grass,"Fire,Flying,Ice,Poison,Bug"
Comfey,It picks flowers and sticks them to its body with fluids it produces. The aroma that wafts from its petals has a healing effect.,"0' 04""",0.7 lbs,,Posy Picker,Flower Veil,Fairy,"Steel,Poison"
Oranguru,"Oranguru don't get along with each other, so they're always engaging in battles of wits to decide which one is superior.","4' 11""",167.6 lbs,,Sage,Inner Focus,"Normal,Psychic","Dark,Bug"
Passimian,Berries are its weapons as well as the staple of its diet. The one that can throw a berry the farthest is the boss of the troop.,"6' 07""",182.5 lbs,,Teamwork,Receiver,Fighting,"Psychic,Flying,Fairy"
Wimpod,"An astonishingly cowardly Pokémon, Wimpod will whir its legs at high speeds to run away if anything comes near it.","1' 08""",26.5 lbs,,Turn Tail,Wimp Out,"Bug,Water","Flying,Electric,Rock"
Golisopod,"Its claws, which it can extend and retract at will, are its greatest weapons. Golisopod is sometimes accompanied by Wimpod.","6' 07""",238.1 lbs,,Hard Scale,Emergency Exit,"Bug,Water","Flying,Electric,Rock"
Sandygast,"If you build sand mounds when you're playing, destroy them before you go home, or they may get possessed and become Sandygast.","1' 08""",154.3 lbs,,Sand Heap,Water Compaction,"Ghost,Ground","Ghost,Dark,Grass,Water,Ice"
Palossand,"Once it has whipped up a sandstorm to halt its opponents in their tracks, this terrifying Pokémon snatches away their vitality.","4' 03""",551.2 lbs,,Sand Castle,Water Compaction,"Ghost,Ground","Ghost,Dark,Grass,Water,Ice"
Pyukumuku,"Its entire body is covered in its own slime. If you accidentally step on one, you'll slip, and it will get mad and smack you!","1' 00""",2.6 lbs,,Sea Cucumber,Innards Out,Water,"Grass,Electric"
Type:,"There's danger of its going on a rampage, so its true power is sealed away beneath its control mask.","6' 03""",265.7 lbs,"
    Unknown
                ",Synthetic,Battle Armor,Normal,Fighting
Silvally,"Through the bond it formed with its Trainer, its will was strengthened, and it was able to destroy its control mask.","7' 07""",221.6 lbs,"
    Unknown
                ",Synthetic,RKS System,Normal,Fighting
Minior,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.","1' 00""",88.2 lbs,"
    Unknown
                ",Meteor,Shields Down,"Rock,Flying","Steel,Water,Electric,Ice,Rock"
Komala,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.,"1' 04""",43.9 lbs,,Drowsing,Comatose,Normal,Fighting
Turtonator,"Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves.","6' 07""",467.4 lbs,,Blast Turtle,Shell Armor,"Fire,Dragon","Ground,Rock,Dragon"
Togedemaru,"Its capacity to produce electricity is somewhat limited, so it gets charged up by letting lightning strike it!","1' 00""",7.3 lbs,,Roly-Poly,Lightning Rod,"Electric,Steel","Fire,Fighting,Ground"
Mimikyu,"A gust of wind revealed what hides under this Pokémon's rag to a passing Trainer, who went home and died painfully that very night.","0' 08""",1.5 lbs,,Disguise,Disguise,"Ghost,Fairy","Ghost,Steel"
Bruxish,"Its skin is thick enough to fend off Mareanie's spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.","2' 11""",41.9 lbs,,Gnash Teeth,Strong Jaw,"Water,Psychic","Ghost,Dark,Grass,Electric,Bug"
Drampa,"It appears in towns and plays with the children. Drampa will protect kids when they're in danger, so their moms don't have to worry.","9' 10""",407.9 lbs,,Placid,Sap Sipper,"Normal,Dragon","Fairy,Fighting,Ice,Dragon"
Dhelmise,"Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp.","12' 10""",463.0 lbs,"
    Unknown
                ",Sea Creeper,Steelworker,"Ghost,Grass","Ghost,Fire,Flying,Dark,Ice"
Jangmo-o,It will never show an enemy its back in battle. Ancient warriors liked Jangmo-o for its valiant disposition and made it one of their own.,"2' 00""",65.5 lbs,,Scaly,Soundproof,Dragon,"Fairy,Ice,Dragon"
Hakamo-o,"The scales it sheds can be molded and processed to make pots and pans. They conduct heat well, so they're a popular item.","3' 11""",103.6 lbs,,Scaly,Soundproof,"Dragon,Fighting","Fairy,Flying,Psychic,Ice,Dragon"
Kommo-o,"It battles valiantly with its fists, which are armored in steel scales. Kommo-o specializes in uppercuts.","5' 03""",172.4 lbs,,Scaly,Soundproof,"Dragon,Fighting","Fairy,Flying,Psychic,Ice,Dragon"
Tapu,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.","5' 11""",45.2 lbs,"
    Unknown
                ",Land Spirit,Electric Surge,"Electric,Fairy","Poison,Ground"
Tapu,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.","3' 11""",41.0 lbs,"
    Unknown
                ",Land Spirit,Psychic Surge,"Psychic,Fairy","Ghost,Steel,Poison"
Tapu,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula'ula controls plants.","6' 03""",100.3 lbs,"
    Unknown
                ",Land Spirit,Grassy Surge,"Grass,Fairy","Steel,Fire,Flying,Ice,Poison"
Tapu,"Although it's called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.","4' 03""",46.7 lbs,"
    Unknown
                ",Land Spirit,Misty Surge,"Water,Fairy","Grass,Electric,Poison"
Cosmog,"Whether or not it's a Pokémon from this world is a mystery. When it's in a jam, it warps away to a safe place to hide.","0' 08""",0.2 lbs,"
    Unknown
                ",Nebula,Unaware,Psychic,"Ghost,Dark,Bug"
Cosmoem,"As it absorbs light, Cosmoem continues to grow. Its golden shell is surprisingly solid.","0' 04""",2204.4 lbs,"
    Unknown
                ",Protostar,Sturdy,Psychic,"Ghost,Dark,Bug"
Solgaleo,"In writings from the distant past, it's called by the name ""the beast that devours the sun"".","11' 02""",507.1 lbs,"
    Unknown
                ",Sunne,Full Metal Body,"Psychic,Steel","Ghost,Fire,Dark,Ground"
Lunala,It sometimes summons unknown powers and life-forms here to this world from holes that lead to other worlds.,"13' 01""",264.6 lbs,"
    Unknown
                ",Moone,Shadow Shield,"Psychic,Ghost","Ghost,Dark"
Nihilego,It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,"3' 11""",122.4 lbs,"
    Unknown
                ",Parasite,Beast Boost,"Rock,Poison","Steel,Water,Psychic,Ground"
Buzzwole,Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,"7' 10""",735.5 lbs,"
    Unknown
                ",Swollen,Beast Boost,"Bug,Fighting","Fire,Psychic,Flying,Fairy"
Pheromosa,"Although it's alien to this world and a danger here, it's apparently a common organism in the world where it normally lives.","5' 11""",55.1 lbs,"
    Unknown
                ",Lissome,Beast Boost,"Bug,Fighting","Fire,Psychic,Flying,Fairy"
Xurkitree,"They've been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.","12' 06""",220.5 lbs,"
    Unknown
                ",Glowing,Beast Boost,Electric,Ground
Celesteela,"Although it's alien to this world and a danger here, it's apparently a common organism in the world where it normally lives.","30' 02""",2204.4 lbs,"
    Unknown
                ",Launch,Beast Boost,"Steel,Flying","Fire,Electric"
Kartana,"Although it's alien to this world and a danger here, it's apparently a common organism in the world where it normally lives.","1' 00""",0.2 lbs,"
    Unknown
                ",Drawn Sword,Beast Boost,"Grass,Steel","Fire,Fighting"
Guzzlord,An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,"18' 01""",1957.7 lbs,"
    Unknown
                ",Junkivore,Beast Boost,"Dark,Dragon","Fairy,Fighting,Bug,Ice,Dragon"
Necrozma,"Light is the source of its energy. If it isn't devouring light, impurities build up in it and on it, and Necrozma darkens and stops moving.","7' 10""",507.1 lbs,"
    Unknown
                ",Prism,Prism Armor,Psychic,"Ghost,Dark,Bug"
Magearna,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.","3' 03""",177.5 lbs,"
    Unknown
                ",Artificial,Soul-Heart,"Steel,Fairy","Fire,Ground"
Marshadow,"It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.","2' 04""",48.9 lbs,"
    Unknown
                ",Gloomdweller,Technician,"Fighting,Ghost","Ghost,Psychic,Flying,Fairy"
Poipole,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.","2' 00""",4.0 lbs,"
    Unknown
                ",Poison Pin,Beast Boost,Poison,"Psychic,Ground"
